track_id,OPTIMISM,PESSIMISM,LOVE,HATE,JOY,SORROW,HOPE,DESPAIR,STRENGTH,WEAKNESS,BRAVERY,FEAR,SUCCESS,FAILURE,GRATITUDE,ENTITLEMENT,FORGIVENESS,RESENTMENT,PEACE,CHAOS
5ayybTSXNwcarDtxQKqvWX,0.012047388374373025,0.9879524862252931,0.6135076659226197,0.38649226924670227,0.8545377673604289,0.14546214946335767,0.5395137583853511,0.4604862084060129,0.3675718834097448,0.632428132761773,0.27603123956661224,0.7239685176137575,0.43153849336793093,0.5684616451769416,0.3569633383665447,0.6430366304494983,0.037307403702134145,0.9626925984103409,0.4860819142857953,0.5139180048158059
006Ndmw2hHxvnLbJsBFnPx,0.14224559643419443,0.8577546754799741,0.17279655763501478,0.8272034329108747,0.0725847285085166,0.9274152841008794,0.2928460269903703,0.7071541191251736,0.08151033472499991,0.9184895808700425,0.454851373561995,0.5451484671778688,0.11295964576889017,0.887040473438953,0.06738130130681808,0.9326183863626307,0.3374764361358411,0.6625236962202183,0.5860461485792992,0.413953920314858
6xupOaBWORbDmakCdQwMRG,0.32616748502358606,0.6738324294471874,0.9353482326902867,0.06465170050248083,0.3549413375553143,0.6450584152699909,0.44296664604507874,0.5570334087595725,0.4332556196365056,0.5667443994248026,0.21066372207876216,0.7893360961422213,0.3910632682555846,0.6089368082265421,0.11432620878830968,0.8856737071295071,0.305850859623807,0.694149157694534,0.09918534408224033,0.9008147226251667
2tvt5K7y1gndmCgtIoLo1f,0.8372928573713305,0.16270724890583588,0.8466080141684411,0.1533919395116221,0.5537043296665864,0.4462956121052585,0.8182233011031428,0.18177689474443898,0.21960841870225178,0.7803915029684879,1.0000000000000002,0.0,1.0,0.0,0.3570006187231105,0.6429992410941936,1.0000000000000002,0.0,0.431485871214498,0.5685141401882783
1xVOttVNT27FBTD8iHjOfU,1.0000000000000004,0.0,0.8625079926961794,0.13749192884974315,0.28689463119613823,0.7131051870168627,0.9763242941401151,0.023675850940625687,0.14906863231636813,0.8509315502240801,0.3621487658069389,0.6378509322463742,0.731113635081815,0.2688864915791455,0.012650249647580658,0.9873495350966137,0.2330366791094891,0.7669635605797949,0.16601196062476986,0.8339882613902726
2qLxtO0iaFGI9x19vU3bDI,0.3493217140359173,0.6506782033738112,0.18708767973640006,0.8129122474991577,0.6632752975664262,0.33672462463567854,0.6963475824730836,0.30365233362943705,0.7596367799780233,0.24036320944707068,0.6725769020740755,0.32742299227873206,0.15130436587603135,0.8486958157218724,0.058797444704074664,0.9412025681145759,0.12794643146327078,0.8720534625345338,0.41780885867786055,0.5821910717863951
5msxn2HUcd83qOsuQW7Kdb,0.7488036892826302,0.2511962788331472,0.9999999999999998,0.0,0.8967073397273511,0.10329266163086753,0.7549805730853645,0.24501942147865868,0.3911487337383739,0.6088514594525153,0.7361760839958724,0.26382378268763534,0.6552766153689422,0.34472338638093813,0.9361492138641065,0.0638509357258451,0.5715425302409056,0.4284575021218233,0.06550183746525162,0.9344983180628664
02NKMA9cIkq6VuBNu9q9Wf,0.6181899139773264,0.381810164489212,0.38274775669888905,0.6172520973032104,0.8291560047801487,0.17084386902995163,0.5514364722410392,0.44856357588698,0.10508806496414547,0.8949118516682114,0.635409528032941,0.36459042996108515,0.2030727287302172,0.7969273083522901,0.03228871303412828,0.9677110759915208,0.29045470698591136,0.7095453094606459,0.6095799501676695,0.39041994838020755
2vSxjnyrWrtxyfzO47EX6q,0.4102595607121664,0.5897403644323729,0.9403985286811014,0.05960132607481443,0.3548142519343498,0.6451857324951217,0.644160246973198,0.3558397544121375,0.3430677833787017,0.6569321437236976,0.09905455817566478,0.9009451826839915,0.10814829057733943,0.8918518976507341,0.21782868738698702,0.7821711420889246,0.31194762372741525,0.6880525071831136,0.874058778583648,0.125941159161914
7qoaMWT3eRCKG1RN6dVuOY,0.3010082773277989,0.6989915070200265,0.1335648469185302,0.8664352083022498,0.0,1.0,0.0,1.0,0.052223041125609715,0.9477771371540661,0.06244720848318175,0.9375525960693385,0.14496925099932723,0.8550308632908048,0.18386105022470667,0.8161388808526606,0.4746223723021459,0.5253774280786909,0.07809073371957198,0.9219093364986016
